Decel Times:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0048,0.0047,0.0026,0.0049,0.0043,0.0049,0.005,0.0048,0.0024,0.0043,0.0046,0.0047,0.0052,0.0026,0.0024,0.0045,0.0023,0.0048,0.0049,0.0047,0.0023,0.0049,0.0044,0.0048,0.0042,0.0024,0.0044,0.0048,0.0044,0.0045,0.0049,0.0047,0.0044,0.0045,0.0048,0.0049,0.0049,0.0047,0.0046,0.0021,0.0021,0.0046,0.0047,0.0049,0.0043,0.0051,0.0049,0.0047,0.0048,0.0023,0.0048,0.0044,0.0047,0.0049,0.0049,0.005,0.0024,0.0025,0.0044,0.0049,0.0024,0.0049,0.0025,0.0047,0.0049,0.0023,0.0049,0.0046,0.0049,0.0052,0.0048,0.0048,0.0047,0.0048,0.005,0.002,0.0049,0.0048,0.005,0.0047,0.0027,0.0046,0.0049,0.0046,0.0045,0.0024,0.0048,0.0047,0.0048,0.0049,0.0045,0.0049,0.0031,0.0048,0.0024,0.0025,0.0044,0.0044,0.0044,0.0024,0.0048,0.0051,0.0048,0.0022,0.0043,0.0026,0.0051,0.0047,0.0049,0.0048,0.0022,0.0024,0.0048,0.0048,0.0048,0.0049,0.0021,0.0047,0.0023,0.0046,0.0044,0.0023,0.0048,0.0046,0.0046,0.0048,0.0048,0.0048,0.0022,0.0047,0.0025,0.0049,0.0049,0.0047,0.0026,0.0024,0.0051,0.0021,0.0023,0.0042,0.0051,0.0025,0.0022,0.0025,0.005,0.005,0.0047,0.0051,0.005,0.0047,0.0024,0.0057,0.0025,0.0025,0.0025,0.005,0.0047,0.0052,0.0045,0.0048,0.0049,0.0047,0.0047,0.0044,0.0049,0.0026,0.0047,0.0043,0.005
